_id,Nº OCORRÊNCIA,DATA DO FATO,HORA DO FATO,GRUPO DE INCIDENTE,TIPO DE INCIDENTE,UF,MUNICÍPIO,BAIRRO,LOGRADOURO,TIPO DE LOCAL
7298,55266512,2024-06-30T00:00:00,Indeterminada,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,GUARAPARI,IPIRANGA,RUA CAMARÁS,VIA PÚBLICA
7299,55550759,2024-06-30T00:00:00,Indeterminada,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,BENTO FERREIRA,S/I,REPARTICAO PUBLICA
7300,55002421,2024-01-07T00:00:00,Indeterminada,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,SAO CONRADO,ROD DO SOL,VIA PÚBLICA
7301,55002708,2024-01-07T00:00:00,11:13:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM RESIDÊNCIA/CONDOMÍNIO,ES,CACHOEIRO DE ITAPEMIRIM,RECANTO,RUA CORONEL MARINS,RESIDÊNCIA
7302,55003401,2024-01-07T00:00:00,11:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,GUARAPARI,MUQUICABA,S/I,VIA PÚBLICA
7303,55004893,2024-01-07T00:00:00,10:20:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,SAO TORQUATO,S/I,VIA PÚBLICA
7304,55005305,2024-01-07T00:00:00,09:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,GUARACIABA,AVENIDA RIO AMAZONAS,VIA PÚBLICA
7305,55005434,2024-01-07T00:00:00,12:05:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,GLORIA,PROLONGAMANTO DA AVENIDA GETULIO VARGAS,VIA PÚBLICA
7306,55005615,2024-01-07T00:00:00,05:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,VITORIA,MARUIPE,AV MARUIPE,VEÍCULO
7307,55007249,2024-01-07T00:00:00,16:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,SANTA PAULA,S/I,VIA PÚBLICA
7308,55009024,2024-01-07T00:00:00,22:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,SERRA,JARDIM LIMOEIRO,AV DES MARIO DA SILVA NUNES,EMBARCAÇÃO
7309,55010077,2024-01-07T00:00:00,19:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,VITORIA,CENTRO,S/I,VEÍCULO
7310,55010422,2024-01-07T00:00:00,02:27:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM RESIDÊNCIA/CONDOMÍNIO,ES,CONCEICAO DA BARRA,CENTRO,RUA GETULIO DA SILVA GUARANDI,RESIDÊNCIA
7311,55010470,2024-01-07T00:00:00,20:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,SERRA,CARAPINA I,S/I,VEÍCULO
7312,55010483,2024-01-07T00:00:00,18:27:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,EURICO SALLES,AV JOÃO PALACIO,VIA PÚBLICA
7313,55010681,2024-01-07T00:00:00,06:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,NOVA PALESTINA,JORGE ROSA,VIA PÚBLICA
7314,55010751,2024-01-07T00:00:00,21:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,CARIACICA,FLEXAL I,RODOVIA DO CONTORNO,VEÍCULO
7315,55010991,2024-01-07T00:00:00,18:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,SAO GERALDO,BR NORTE SUL,VIA PÚBLICA
7316,55011427,2024-01-07T00:00:00,18:20:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CACHOEIRO DE ITAPEMIRIM,PARQUE DAS LARANJEIRAS,S/I,VIA PÚBLICA
7317,55011727,2024-01-07T00:00:00,20:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,SANTA HELENA,RUA ALAOR DE QUEIROZ ARAUJO,VIA PÚBLICA
7318,55011753,2024-01-07T00:00:00,11:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,SERRA,JARDIM TROPICAL,RUA DITO FONTES,VIA PÚBLICA
7319,55011854,2024-01-07T00:00:00,16:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,NOVA BRASILIA,RUA C,VIA PÚBLICA
7320,55011935,2024-01-07T00:00:00,17:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,VALE ENCANTADO,RUA JOSE DE PAULO SILVA,VIA PÚBLICA
7321,55011947,2024-01-07T00:00:00,21:04:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,PORTO DE SANTANA,ORLA DE CARIACICA,VIA PÚBLICA
7322,55011966,2024-01-07T00:00:00,08:40:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,JARDIM DA PENHA,AVENIDA DANTE MICHELINE,AGÊNCIA BANCÁRIA
7323,55012048,2024-01-07T00:00:00,20:45:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,CARIACICA,FLEXAL I,S/I,VIA PÚBLICA
7324,55012254,2024-01-07T00:00:00,13:15:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,SERRA,OUTRO LOCAL,S/I,VEÍCULO
7325,55012358,2024-01-07T00:00:00,21:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,CARIACICA,VILA PRUDENCIO,S/I,VEÍCULO
7326,55012494,2024-01-07T00:00:00,20:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,SANTA LUZIA,RODOVIA GOVERNADOR JOSÉ SETTE,VIA PÚBLICA
7327,55012789,2024-01-07T00:00:00,22:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,SERRA,SAO GERALDO,BECO DA SERVIDÃO,VEÍCULO
7328,55012853,2024-01-07T00:00:00,21:50:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,CARIACICA SEDE,S/I,VIA PÚBLICA
7329,55013578,2024-01-07T00:00:00,18:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,JARDIM AMERICA,RUA CHILE,VIA PÚBLICA
7330,55013590,2024-01-07T00:00:00,16:10:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,CASTELO BRANCO,NAO SEI,OUTRO LOCAL
7331,55013600,2024-01-07T00:00:00,13:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,JARDIM AMERICA,BR 262,COMÉRCIO
7332,55013959,2024-01-07T00:00:00,05:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,INHANGUETA,ROD SERAFIM DERENZY,VIA PÚBLICA
7333,55013993,2024-01-07T00:00:00,13:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,JARDIM LIMOEIRO,S/I,VIA PÚBLICA
7334,55014209,2024-01-07T00:00:00,16:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,JABOUR,AV FERNANDO FERRARI,VIA PÚBLICA
7335,55015691,2024-01-07T00:00:00,20:40:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,VILA CAPIXABA,"MARIO GURGEL, 5030",VIA PÚBLICA
7336,55018603,2024-01-07T00:00:00,20:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,CARAPINA,S/I,VIA PÚBLICA
7337,55019274,2024-01-07T00:00:00,22:10:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,PORTO DE SANTANA,S/I,VIA PÚBLICA
7338,55021186,2024-01-07T00:00:00,20:50:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,CARIACICA,FLEXAL II,S/I,VEÍCULO
7339,55021953,2024-01-07T00:00:00,18:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,JARDIM LIMOEIRO,RUA LONDRINA 407,VIA PÚBLICA
7340,55021972,2024-01-07T00:00:00,22:31:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,SERRA,JARDIM LIMOEIRO,S/I,VEÍCULO
7341,55022261,2024-01-07T00:00:00,22:32:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,SERRA,SAO GERALDO,S/I,VIA PÚBLICA
7342,55022599,2024-01-07T00:00:00,19:40:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,NOVA ZELANDIA,S/I,VIA PÚBLICA
7343,55027606,2024-01-07T00:00:00,22:20:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,PLANETA,S/I,RODOVIA ESTADUAL
7344,55028013,2024-01-07T00:00:00,21:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,VITORIA,PRAIA DO CANTO,JOSE TEIXEIRA,COMÉRCIO
7345,55028412,2024-01-07T00:00:00,13:15:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,ARIBIRI,RUA,VIA PÚBLICA
7346,55029794,2024-01-07T00:00:00,17:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,CASTELANDIA,PRÓXIMO AO BAR DO VIRGÍLIO,VIA PÚBLICA
7347,55041137,2024-01-07T00:00:00,15:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,JARDIM DA PENHA,AVENIDA ANISIO FERNANDES COELHO,VIA PÚBLICA
7348,55046590,2024-01-07T00:00:00,10:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,JABURUNA,AV CARLOS LINDENBERG,VIA PÚBLICA
7349,55067026,2024-01-07T00:00:00,15:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,NOVA CARAPINA I,AVENIDA MONTES CLAROS,VIA PÚBLICA
7350,55092559,2024-01-07T00:00:00,20:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,PRAIA DO CANTO,S/I,VIA PÚBLICA
7351,55092849,2024-01-07T00:00:00,20:40:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,SERRA,ROSARIO DE FATIMA,"RUA CARIOCA, ROSÁRIO DE FÁTIMA, SERRA/ES",VEÍCULO
7352,55093987,2024-01-07T00:00:00,22:29:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,CARAPINA I,S/I,VIA PÚBLICA
7353,55127581,2024-01-07T00:00:00,21:20:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,CARIACICA,OUTRO LOCAL,S/I,OUTRO LOCAL
7354,55136393,2024-01-07T00:00:00,13:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,OUTRO LOCAL,RODO DO SOL COQUEIRAL DE ITAPARICA,VIA PÚBLICA
7355,55260327,2024-01-07T00:00:00,08:54:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,SERRA,CARAPINA I,S/I,VEÍCULO
7356,55009396,2024-02-07T00:00:00,06:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,LARANJEIRAS VELHA,S/I,VIA PÚBLICA
7357,55009734,2024-02-07T00:00:00,05:55:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,SERRA,CARAPINA,AV. NORTE SUL,VEÍCULO
7358,55010617,2024-02-07T00:00:00,08:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,DARLY SANTOS,GEPERA,VIA PÚBLICA
7359,55010621,2024-02-07T00:00:00,08:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,DARLY SANTOS,S/I,VIA PÚBLICA
7360,55010946,2024-02-07T00:00:00,05:20:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,JARDIM MARILANDIA,S/I,VIA PÚBLICA
7361,55011209,2024-02-07T00:00:00,06:05:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,SAO TORQUATO,PONTE FLORENTINO AVIDOS,VIA PÚBLICA
7362,55011480,2024-02-07T00:00:00,10:40:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,SERRA,SAO GERALDO,AV NORTE SUL,VIA PÚBLICA
7363,55011834,2024-02-07T00:00:00,Indeterminada,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,PRAIA DA COSTA,S/I,VIA PÚBLICA
7364,55013335,2024-02-07T00:00:00,14:42:30,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,SERRA,SAO GERALDO,ROD NORTE SUL,VIA PÚBLICA
7365,55013484,2024-02-07T00:00:00,00:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,VILA ISABEL,S/I,VIA PÚBLICA
7366,55013530,2024-02-07T00:00:00,15:06:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,SANTA MARIA DE JETIBA,CORREGO DO OURO,ZONA RURAL,COMÉRCIO
7367,55013611,2024-02-07T00:00:00,13:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,ANDORINHAS,AV. JERÔNIMO MONTEIRO,VIA PÚBLICA
7368,55013886,2024-02-07T00:00:00,15:47:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,VILA VELHA,COBILANDIA,RUA PAPA JOAO XXIII,COMÉRCIO
7369,55013945,2024-02-07T00:00:00,15:53:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,SANTO ANTONIO,NAO CADASTRADA,VIA PÚBLICA
7370,55015955,2024-02-07T00:00:00,17:45:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,CRUZEIRO DO SUL,AVENIDA LEOPOLDINA,VIA PÚBLICA
7371,55017084,2024-02-07T00:00:00,23:22:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,ILHA DE SANTA MARIA,AV VITORIA,VIA PÚBLICA
7372,55018615,2024-02-07T00:00:00,15:50:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,RESIDENCIAL JACARAIPE,RUA,VIA PÚBLICA
7373,55018835,2024-02-07T00:00:00,06:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,PORTO NOVO,RUA DA VITORIA,VIA PÚBLICA
7374,55019314,2024-02-07T00:00:00,Indeterminada,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,ILHA DO PRINCIPE,S/I,VIA PÚBLICA
7375,55019682,2024-02-07T00:00:00,20:40:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,VITORIA,JARDIM CAMBURI,SENTIDO TERMINAL DE SÃO TORQUATO,OUTRO LOCAL
7376,55020004,2024-02-07T00:00:00,18:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,NOVO MEXICO,S/I,VIA PÚBLICA
7377,55020008,2024-02-07T00:00:00,20:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM RESIDÊNCIA/CONDOMÍNIO,ES,SAO GABRIEL DA PALHA,CACHOEIRA DA ONCA,AV. FRANCISCO RONDELLI,RESIDÊNCIA
7378,55020105,2024-02-07T00:00:00,00:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,FEU ROSA,S/I,VIA PÚBLICA
7379,55020228,2024-02-07T00:00:00,06:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,PADRE GABRIEL,RUA ZUMBI DOS PALMARES,VIA PÚBLICA
7380,55020813,2024-02-07T00:00:00,06:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,SERRA,MANOEL PLAZA,S/I,OUTRO LOCAL
7381,55020836,2024-02-07T00:00:00,05:50:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,SERRA,CARAPINA I,S/I,VEÍCULO
7382,55020888,2024-02-07T00:00:00,15:40:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,CAMPO GRANDE,RUA PRINCIPAL,VIA PÚBLICA
7383,55020889,2024-02-07T00:00:00,05:54:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,SERRA,MANOEL PLAZA,S/I,VEÍCULO
7384,55020902,2024-02-07T00:00:00,05:52:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,SERRA,CARAPINA GRANDE,S/I,VEÍCULO
7385,55021212,2024-02-07T00:00:00,18:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,LINHARES,SHELL,S/I,VIA PÚBLICA
7386,55021513,2024-02-07T00:00:00,20:10:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,COQUEIRAL DE ITAPARICA,RUA ITAPEMIRIM,VIA PÚBLICA
7387,55022439,2024-02-07T00:00:00,22:01:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,NOVO HORIZONTE,R BELO HORIZONTE II,VIA PÚBLICA
7388,55022627,2024-02-07T00:00:00,19:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,PAUL,RUA MOSCOSO,VIA PÚBLICA
7389,55023742,2024-02-07T00:00:00,22:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,NOVA BRASILIA,RUA CLARICIO ALVES RIBEIRO,VIA PÚBLICA
7390,55027678,2024-02-07T00:00:00,11:40:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,VITORIA,SANTA LUCIA,AV. CEZAR HILAL,VEÍCULO
7391,55028028,2024-02-07T00:00:00,14:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,SERRA,ROSARIO DE FATIMA,ROD. NORTE SUL,VEÍCULO
7392,55028076,2024-02-07T00:00:00,03:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM ESTABELECIMENTO COMERCIAL,ES,CARIACICA,VILA CAPIXABA,POSTO REDE MARCELA,COMÉRCIO
7393,55028319,2024-02-07T00:00:00,13:35:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,ATAIDE,RUA LESTE,VIA PÚBLICA
7394,55028688,2024-02-07T00:00:00,14:30:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,SERRA,SAO GERALDO,S/I,VEÍCULO
7395,55030257,2024-02-07T00:00:00,Indeterminada,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,INTERLAGOS I E II,S/I,VIA PÚBLICA
7396,55030578,2024-02-07T00:00:00,19:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,CASTELO BRANCO,S/I,VIA PÚBLICA
7397,55031319,2024-02-07T00:00:00,17:50:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,ANDRE CARLONI,DENTRO DO BAIRRO ANDRE CARLONI,VIA PÚBLICA
7398,55036958,2024-02-07T00:00:00,22:20:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,VALE ENCANTADO,RUA SAO CRISTOVAO,VIA PÚBLICA
7399,55038654,2024-02-07T00:00:00,09:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,NOVA BRASILIA,RUA D,VIA PÚBLICA
7400,55039850,2024-02-07T00:00:00,12:00:00,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,NOVA CARAPINA I,AVENIDA BELO HORIZONTE,VIA PÚBLICA
